,filename,site_name,site_code,country,contributor_abbreviated,contributor_full,contributor_website,contributor_contact,orginator,originator_website,originator_contact,latitude,longitude,coordinate_system,start_date_time,end_date_time,number_of_years,time_zone_hours,datum_information,instrument,precision,null_value,gauge_type,overall_record_quality
241,gluckstadt-80-deu-wsv,Gluckstadt,80,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.784369,9.40944,Unspecified,1997-11-01 00:01:00,2020-11-01 23:01:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
242,grauerort-81-deu-wsv,Grauerort,81,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.677907,9.494906,Unspecified,1997-11-01 00:01:00,2020-11-01 23:01:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
243,helgoland-84-deu-wsv,Helgoland,84,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,54.178909,7.889923,Unspecified,1997-10-15 00:01:00,2020-10-31 23:01:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
244,hetlingen-4876-deu-wsv,Hetlingen,4876,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.609411,9.584318,Unspecified,1997-11-01 00:02:00,2020-11-01 23:02:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
245,kollmar-88-deu-wsv,Kollmar,88,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.731953,9.460812,Unspecified,1997-11-01 00:01:00,2020-11-01 23:01:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
246,krautsand-89-deu-wsv,Krautsand,89,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.753973,9.39077,Unspecified,1997-11-01 00:01:00,2020-11-01 23:01:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
247,luhort-91-deu-wsv,Luhort,91,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.57139,9.633667,Unspecified,1997-11-01 00:01:00,2020-12-01 23:01:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
248,pinnau_sperrwerk_bp-95-deu-wsv,Pinnau_Sperrwerk_Bp,95,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.671197,9.557983,Unspecified,1997-11-01 00:01:00,2020-11-01 23:01:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
249,schulau-96-deu-wsv,Schulau,96,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.568547,9.703344,Unspecified,1997-11-01 00:01:00,2020-12-01 23:01:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
250,st_pauli-97-deu-wsv,St_Pauli,97,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.54569,9.970006,Unspecified,1997-11-01 00:00:00,2020-10-31 23:00:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
251,stadersand-98-deu-wsv,Stadersand,98,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.629585,9.526673,Unspecified,1997-11-01 00:01:00,2020-11-01 23:01:00,24,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
252,kruckau_sperrwerk_bp-90-deu-wsv,Kruckau_Sperrwerk_Bp,90,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.716373,9.526197,Unspecified,1998-11-01 00:01:00,2020-09-30 23:01:00,23,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
253,stor_sperrwerk_bp-99-deu-wsv,Stor_Sperrwerk_Bp,99,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.826148,9.4014,Unspecified,1998-11-01 00:01:00,2020-12-01 23:01:00,23,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
254,belum-1263-deu-wsv,Belum,1263,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.822773,9.037141,Unspecified,1997-11-01 00:00:00,2018-07-02 00:00:00,22,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
255,harburg-3341-deu-wsv,Harburg,3341,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.472728,9.991805,Unspecified,1999-11-01 00:02:00,2020-10-31 23:02:00,22,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
256,over-94-deu-wsv,Over,94,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.428702,10.101089,Unspecified,1998-02-01 00:01:00,2019-10-31 23:01:00,22,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
257,schopfstelle_pegel_hpa-3343-deu-wsv,Schopfstelle_Pegel_Hpa,3343,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.508403,10.061583,Unspecified,1999-11-01 00:02:00,2020-10-31 23:02:00,22,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
258,seemannshoft_pegel_hpa-3345-deu-wsv,Seemannshoft_Pegel_Hpa,3345,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.540127,9.880836,Unspecified,1999-11-01 00:02:00,2020-10-31 23:02:00,22,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
259,uetersen-100-deu-wsv,Uetersen,100,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.678319,9.67731,Unspecified,1999-05-11 00:01:00,2020-11-01 23:01:00,22,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
260,wehr_geesthacht_up-101-deu-wsv,Wehr_Geesthacht_Up,101,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.423298,10.33477,Unspecified,1998-02-01 00:49:00,2019-10-31 23:49:00,22,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
261,zollenspieker-102-deu-wsv,Zollenspieker,102,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.398744,10.185441,Unspecified,1998-02-01 00:01:00,2019-10-31 23:01:00,22,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
262,bremervorde-71-deu-wsv,Bremervorde,71,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.484128,9.154787,Unspecified,1997-11-01 00:00:00,2018-04-02 00:00:00,21,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
263,fahrenholz_up-79-deu-wsv,Fahrenholz_Up,79,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.360323,10.31548,Unspecified,1998-02-01 00:01:00,2019-10-31 23:01:00,21,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
264,ilmenau_sperrwerk-86-deu-wsv,Ilmenau_Sperrwerk,86,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.393907,10.178482,Unspecified,1998-02-01 00:01:00,2019-10-31 23:01:00,21,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
265,bake_c_scharhorn-3905-deu-wsv,Bake_C_Scharhorn,3905,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.969861,8.468035,Unspecified,1998-01-01 00:01:00,2018-11-01 23:01:00,21,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
266,hechthausen-83-deu-wsv,Hechthausen,83,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.640533,9.252779,Unspecified,1997-11-01 00:00:00,2018-07-02 00:00:00,20,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
267,itzehoe-87-deu-wsv,Itzehoe,87,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.92117,9.501407,Unspecified,1997-11-01 00:01:00,2016-01-01 23:01:00,20,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
268,elmshorn-78-deu-wsv,Elmshorn,78,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.750153,9.647891,Unspecified,1998-10-23 11:56:00,2015-01-01 23:56:00,18,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
269,bake_a-3611-deu-wsv,Bake_A,3611,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.984432,8.315145,Unspecified,2000-01-01 00:04:00,2018-10-01 23:04:00,16,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
270,osteriff-92-deu-wsv,Osteriff,92,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.855201,9.029557,Unspecified,1998-05-31 00:06:00,2013-04-01 23:06:00,16,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
271,brunsbuttel_mole_4_pegel-73-deu-wsv,Brunsbuttel_Mole_4_Pegel,73,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.887492,9.125775,Unspecified,1997-11-01 00:00:00,2011-05-04 00:00:00,14,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
272,otterndorf-93-deu-wsv,Otterndorf,93,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.834299,8.8689,Unspecified,1997-11-01 00:00:00,2010-12-23 12:00:00,14,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
273,grober_vogelsand-82-deu-wsv,Grober_Vogelsand,82,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.995586,8.476765,Unspecified,1997-11-01 00:00:00,2008-09-09 09:00:00,12,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
274,horneburg-85-deu-wsv,Horneburg,85,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.512271,9.590907,Unspecified,2009-01-01 00:01:00,2020-11-01 23:01:00,12,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
275,bunthaus_nord-2521-deu-wsv,Bunthaus_Nord,2521,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.457286,10.06937,Unspecified,2007-01-01 00:40:00,2016-12-31 23:40:00,10,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
276,bunthaus_sud-2524-deu-wsv,Bunthaus_Sud,2524,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.456651,10.068014,Unspecified,2007-01-01 00:40:00,2016-12-31 23:40:00,10,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
277,teufelsbruck_elbe_km_630_3-2527-deu-wsv,Teufelsbruck_Elbe_Km_630_3,2527,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.546599,9.860754,Unspecified,2007-01-01 00:40:00,2016-12-31 23:40:00,10,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
278,brunsbuttel_mole_1-3903-deu-wsv,Brunsbuttel_Mole_1,3903,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.888828,9.144045,Unspecified,2010-07-29 02:25:00,2018-02-01 23:25:00,8,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
279,artlenburg-3735-deu-wsv,Artlenburg,3735,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.376171,10.489216,Unspecified,2013-11-01 00:15:00,2020-08-31 23:15:00,8,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
280,bleckede-3737-deu-wsv,Bleckede,3737,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.294378,10.73534,Unspecified,2013-11-01 00:15:00,2020-08-31 23:15:00,8,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
281,boizenburg-3739-deu-wsv,Boizenburg,3739,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.375468,10.717764,Unspecified,2013-11-01 00:15:00,2020-08-31 23:15:00,8,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
282,hitzacker-3773-deu-wsv,Hitzacker,3773,DEU,WSV,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.kuestendaten.de/DE/dynamisch/Funktionen/Liste_der_vorhandenen_Daten/index.php.html,Unspecified,53.154628,11.045487,Unspecified,2013-01-01 00:00:00,2020-09-01 00:00:00,8,0,DHHN92,Unspecified,Unspecified,-99.9999,River,No obvious issues
